	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Outlier	Paralog1	Paralog2	WeightOutliersExcluded	WeightOutliersIncluded
AT1G10670__AT1G60810	0.9527	0.8936200000000001	1332.0	1269.0	0.05292	GF_003015	0.0272	0.48200000000000004	3.0	0.0564	False	AT1G60810	AT1G10670	1.0	1.0
AT2G19390__AT4G29790	0.89213	0.81248	4005.0	3573.0	0.26677	GF_003017	0.13	0.6416	3.0	0.2027	False	AT4G29790	AT2G19390	1.0	1.0
AT2G41850__AT3G57510	0.9771200000000001	0.75644	1311.0	1281.0	0.36816	GF_003071	0.198	0.8829	2.0	0.2243	False	AT2G41850	AT3G57510	1.0	1.0
AT2G07741__ATMG00410	0.98972	1.0	1167.0	1155.0	0.0	GF_003032	0.0	0.0	3.0	0.6288	False	AT2G07741	ATMG00410	1.0	1.0
AT2G07741__ATMG01170	0.88689	0.83768	1167.0	1035.0	0.31928	GF_003032	0.1744	0.2572	4.0	0.6779999999999999	False	ATMG01170	AT2G07741	0.5	0.5
ATMG00410__ATMG01170	0.88689	0.83768	1167.0	1035.0	0.31928	GF_003032	0.1744	0.2572	4.0	0.6779999999999999	False	ATMG01170	ATMG00410	0.5	0.5
AT1G06980__AT2G30230	0.8366299999999999	0.77318	606.0	507.0	0.30798000000000003	GF_003040	0.1552	0.8401	3.0	0.1848	False	AT1G06980	AT2G30230	1.0	1.0
AT2G17990__AT4G36105	0.67956	0.73306	1086.0	738.0	0.5508	GF_003037	0.2488	0.6124	3.0	0.4062	False	AT2G17990	AT4G36105	1.0	1.0
AT2G17990__AT4G36105	0.67956	0.73306	1086.0	738.0	0.5508	GF_003037	0.2488	0.6124	3.0	0.4062	False	AT2G17990	AT4G36105	1.0	1.0
AT2G17990__AT5G66250	0.83978	0.60965	1086.0	912.0	0.67808	GF_003037	0.3147	4.178999999999999	4.0	0.0753	False	AT5G66250	AT2G17990	0.5	0.5
AT2G17990__AT5G66250	0.83978	0.60965	1086.0	912.0	0.67808	GF_003037	0.3147	4.178999999999999	4.0	0.0753	False	AT5G66250	AT2G17990	0.5	0.5
AT4G36105__AT5G66250	0.64365	0.5937100000000001	1086.0	699.0	0.9325399999999999	GF_003037	0.4305	2.7286	4.0	0.1578	False	AT5G66250	AT4G36105	0.5	0.5
AT4G36105__AT5G66250	0.64365	0.5937100000000001	1086.0	699.0	0.9325399999999999	GF_003037	0.4305	2.7286	4.0	0.1578	False	AT5G66250	AT4G36105	0.5	0.5
AT1G20650__AT1G76370	0.9843799999999999	0.75132	1152.0	1134.0	0.33226	GF_003074	0.1593	1.1436	2.0	0.1393	False	AT1G20650	AT1G76370	1.0	1.0
AT3G53840__AT5G02070	0.9285700000000001	0.5747899999999999	2016.0	1872.0	0.8573200000000001	GF_003082	0.4143	3.4645	2.0	0.1196	False	AT5G02070	AT3G53840	1.0	1.0
AT3G53840__AT5G02070	0.9285700000000001	0.5747899999999999	2016.0	1872.0	0.8573200000000001	GF_003082	0.4143	3.4645	2.0	0.1196	False	AT5G02070	AT3G53840	1.0	1.0
AT5G10660__AT5G24880	0.79	0.68776	1500.0	1185.0	0.5773	GF_003067	0.3292	1.1573	2.0	0.2845	False	AT5G10660	AT5G24880	1.0	1.0
AT1G52540__AT3G15890	0.96409	0.80038	1086.0	1047.0	0.26636	GF_003077	0.1287	0.8844	2.0	0.1456	False	AT1G52540	AT3G15890	1.0	1.0
AT4G17660__AT5G47070	0.9136700000000001	0.75678	1251.0	1143.0	0.34854	GF_003078	0.1649	1.1209	2.0	0.1471	False	AT5G47070	AT4G17660	1.0	1.0
AT1G13900__AT2G03450	0.9743200000000001	0.76021	1986.0	1935.0	0.32482	GF_003090	0.159	1.1734	2.0	0.1355	False	AT2G03450	AT1G13900	1.0	1.0
AT3G02810__AT5G16500	0.8540399999999999	0.74424	1932.0	1650.0	0.40105999999999997	GF_003075	0.209	1.0724	2.0	0.1949	False	AT3G02810	AT5G16500	1.0	1.0
AT1G49810__AT3G19490	0.72318	0.79984	1734.0	1254.0	0.21791999999999997	GF_003093	0.1126	0.8839	2.0	0.1274	False	AT3G19490	AT1G49810	1.0	1.0
AT1G10850__AT1G60630	0.9597600000000001	0.7893399999999999	2013.0	1932.0	0.25592	GF_003083	0.1304	0.7429	2.0	0.1756	False	AT1G10850	AT1G60630	1.0	1.0
AT4G18640__AT5G45840	0.95205	0.7684	2127.0	2025.0	0.3577	GF_003081	0.1745	0.8003	2.0	0.218	False	AT4G18640	AT5G45840	1.0	1.0
AT1G63430__AT5G41180	0.91501	0.78999	2118.0	1938.0	0.33316	GF_003079	0.1667	0.6071	2.0	0.2746	False	AT5G41180	AT1G63430	1.0	1.0
AT1G12460__AT1G62950	0.9776799999999999	0.80099	2688.0	2628.0	0.25458000000000003	GF_003084	0.1245	0.7733	2.0	0.1609	False	AT1G12460	AT1G62950	1.0	1.0
AT2G42290__AT3G57830	0.96396	0.77207	1998.0	1926.0	0.32176	GF_003091	0.1696	0.6953	2.0	0.2439	False	AT2G42290	AT3G57830	1.0	1.0
AT2G39480__AT3G55320	0.99787	0.85941	4227.0	4218.0	0.09534	GF_003094	0.0506	0.6204	2.0	0.0816	False	AT3G55320	AT2G39480	1.0	1.0
AT2G16750__AT4G35030	0.70128	0.77449	1878.0	1317.0	0.33158000000000004	GF_003089	0.1637	0.8287	2.0	0.1975	False	AT2G16750	AT4G35030	1.0	1.0
AT1G22015__AT1G77810	0.93873	0.7841600000000001	1224.0	1149.0	0.29854	GF_003115	0.1456	0.9382	2.0	0.1552	False	AT1G77810	AT1G22015	1.0	1.0
AT3G45240__AT5G60550	0.9633299999999999	0.81472	1227.0	1182.0	0.24024	GF_003114	0.1167	0.818	2.0	0.1427	False	AT5G60550	AT3G45240	1.0	1.0
AT1G05800__AT2G31690	0.94501	0.7342	1473.0	1392.0	0.3998	GF_003096	0.2058	0.9598	2.0	0.2144	False	AT2G31690	AT1G05800	1.0	1.0
AT1G48260__AT3G17510	0.9729700000000001	0.78704	1332.0	1296.0	0.27262	GF_003113	0.1294	0.9331	2.0	0.1387	False	AT3G17510	AT1G48260	1.0	1.0
AT3G27300__AT5G40760	0.9980600000000001	0.8524299999999999	1548.0	1545.0	0.1199	GF_003100	0.057	0.7087	2.0	0.0804	False	AT3G27300	AT5G40760	1.0	1.0
AT3G27300__AT5G40760	0.9980600000000001	0.8524299999999999	1548.0	1545.0	0.1199	GF_003100	0.057	0.7087	2.0	0.0804	False	AT3G27300	AT5G40760	1.0	1.0
AT2G38620__AT3G54180	0.9935700000000001	0.8586799999999999	933.0	927.0	0.12122000000000001	GF_003110	0.0559	0.733	2.0	0.0762	False	AT2G38620	AT3G54180	1.0	1.0
AT5G10270__AT5G64960	0.9767	0.87011	1545.0	1509.0	0.09458	GF_003111	0.0442	0.6737	2.0	0.0656	False	AT5G10270	AT5G64960	1.0	1.0
AT3G23000__AT4G14580	0.9476100000000001	0.76923	1317.0	1248.0	0.27292	GF_003112	0.1382	1.0987	2.0	0.1258	False	AT4G14580	AT3G23000	1.0	1.0
AT2G44525__AT3G60150	1.0	0.83725	510.0	510.0	0.12508	GF_003107	0.0577	0.7978	2.0	0.0723	False	AT3G60150	AT2G44525	1.0	1.0
AT3G01270__AT5G15110	0.9853200000000001	0.77518	1431.0	1410.0	0.22504000000000002	GF_003118	0.1195	1.2822	2.0	0.0932	False	AT5G15110	AT3G01270	1.0	1.0
AT1G14350__AT2G02820	0.9008299999999999	0.82339	1452.0	1308.0	0.24024	GF_003121	0.1158	0.6678	2.0	0.1734	False	AT1G14350	AT2G02820	1.0	1.0
AT2G25300__AT4G32120	0.99711	0.85024	1038.0	1035.0	0.19064	GF_003116	0.0846	0.578	2.0	0.1463	False	AT4G32120	AT2G25300	1.0	1.0
AT1G55510__AT3G13450	0.98324	0.8532200000000001	1074.0	1056.0	0.10962000000000001	GF_003117	0.0581	0.6384	2.0	0.091	False	AT1G55510	AT3G13450	1.0	1.0
AT1G03170__AT4G02810	0.8185100000000001	0.7391300000000001	843.0	690.0	0.50454	GF_003136	0.2407	0.8619	2.0	0.2793	False	AT4G02810	AT1G03170	1.0	1.0
AT1G14420__AT2G02720	0.99129	0.74432	1377.0	1365.0	0.33371999999999996	GF_003119	0.1718	1.1878	2.0	0.1446	False	AT1G14420	AT2G02720	1.0	1.0
AT1G15010__AT2G01300	0.9102600000000001	0.70657	468.0	426.0	0.44808000000000003	GF_003137	0.23399999999999999	1.22	2.0	0.1918	False	AT1G15010	AT2G01300	1.0	1.0
AT4G25700__AT5G52570	0.93375	0.81081	951.0	888.0	0.23271999999999998	GF_003131	0.1257	0.6191	2.0	0.2031	False	AT5G52570	AT4G25700	1.0	1.0
AT1G21920__AT1G77660	0.9353299999999999	0.78025	1299.0	1215.0	0.28184000000000003	GF_003129	0.1377	1.0703	2.0	0.1287	False	AT1G77660	AT1G21920	1.0	1.0
AT4G05410__AT4G21130	0.93504	0.7593	1524.0	1425.0	0.41758	GF_003142	0.2097	0.8643	2.0	0.2426	False	AT4G05410	AT4G21130	1.0	1.0
AT1G16370__AT1G79410	0.9884799999999999	0.7521	1563.0	1545.0	0.33994	GF_003140	0.168	1.0115	2.0	0.1661	False	AT1G16370	AT1G79410	1.0	1.0
AT4G27585__AT5G54100	0.77681	0.81784	1371.0	1065.0	0.21696	GF_003138	0.1222	0.6118	2.0	0.1998	False	AT5G54100	AT4G27585	1.0	1.0
AT1G04490__AT2G33360	0.6486	0.67679	1827.0	1185.0	0.63676	GF_003163	0.3307	1.0083	2.0	0.32799999999999996	False	AT1G04490	AT2G33360	1.0	1.0
AT4G27900__AT5G53420	0.875	0.77687	840.0	735.0	0.30558	GF_003150	0.1591	0.8782	2.0	0.1811	False	AT5G53420	AT4G27900	1.0	1.0
AT3G09032__AT5G01225	0.90476	0.73434	441.0	399.0	0.41426	GF_003153	0.2324	0.7386	2.0	0.3147	False	AT3G09032	AT5G01225	1.0	1.0
AT3G51160__AT5G66280	0.96783	0.8236399999999999	1119.0	1083.0	0.09408	GF_003159	0.0456	1.0665	2.0	0.0428	False	AT3G51160	AT5G66280	1.0	1.0
AT3G50840__AT5G66560	0.8325899999999999	0.75326	2025.0	1686.0	0.33178	GF_003145	0.1739	0.907	2.0	0.1917	False	AT5G66560	AT3G50840	1.0	1.0
AT1G52770__AT3G15570	0.96529	0.71835	1383.0	1335.0	0.42806000000000005	GF_003148	0.2317	1.0288	2.0	0.2252	False	AT1G52770	AT3G15570	1.0	1.0
AT2G23910__AT4G30470	0.99671	0.84378	912.0	909.0	0.15252000000000002	GF_003160	0.0711	0.7068	2.0	0.1006	False	AT4G30470	AT2G23910	1.0	1.0
AT5G10470__AT5G65460	0.97203	0.84226	3861.0	3753.0	0.18018	GF_003157	0.0944	0.5302	2.0	0.1781	False	AT5G65460	AT5G10470	1.0	1.0
AT3G06320__AT5G18790	1.0	0.93678	174.0	174.0	0.0	GF_003162	0.0005	0.4537	2.0	0.001	False	AT5G18790	AT3G06320	1.0	1.0
AT2G07673__ATMG01030	1.0	0.9968600000000001	318.0	318.0	0.00948	GF_003171	0.0049	0.0	2.0	99.0	False	AT2G07673	ATMG01030	1.0	1.0
AT1G15950__AT1G80820	0.9651200000000001	0.78715	1032.0	996.0	0.1894	GF_003161	0.1018	1.1104	2.0	0.0917	False	AT1G80820	AT1G15950	1.0	1.0
AT1G55520__AT3G13445	1.0	0.835	600.0	600.0	0.06804	GF_003174	0.039	1.1008	2.0	0.0354	False	AT1G55520	AT3G13445	1.0	1.0
AT2G20825__AT4G28190	0.83704	0.7831899999999999	810.0	678.0	0.2875	GF_003175	0.1304	1.0645	2.0	0.1225	False	AT2G20825	AT4G28190	1.0	1.0
AT1G16460__AT1G79230	0.9023700000000001	0.81189	1137.0	1026.0	0.23811999999999997	GF_003200	0.1228	0.6984	2.0	0.1758	False	AT1G79230	AT1G16460	1.0	1.0
AT1G12040__AT1G62440	0.8668299999999999	0.73022	2523.0	2187.0	0.33748	GF_003195	0.209	1.1869	2.0	0.1761	False	AT1G62440	AT1G12040	1.0	1.0
AT3G50650__AT5G66770	0.89244	0.7338399999999999	1785.0	1593.0	0.34094	GF_003193	0.1765	1.1044	2.0	0.1598	False	AT5G66770	AT3G50650	1.0	1.0
AT3G04080__AT5G18280	0.74762	0.85067	1890.0	1413.0	0.13972	GF_003176	0.0664	0.5964	2.0	0.1114	False	AT3G04080	AT5G18280	1.0	1.0
AT3G46600__AT5G59450	0.9366899999999999	0.73657	1848.0	1731.0	0.3852	GF_003192	0.1999	1.0276	2.0	0.1946	False	AT5G59450	AT3G46600	1.0	1.0
AT1G01725__AT4G00530	0.87324	0.7580600000000001	213.0	186.0	0.37018	GF_003179	0.2089	0.6798	2.0	0.3073	False	AT4G00530	AT1G01725	1.0	1.0
AT1G01725__AT4G00530	0.87324	0.7580600000000001	213.0	186.0	0.37018	GF_003179	0.2089	0.6798	2.0	0.3073	False	AT4G00530	AT1G01725	1.0	1.0
AT3G46990__AT5G58930	0.9312799999999999	0.75146	1659.0	1545.0	0.4043	GF_003188	0.1977	1.0181	2.0	0.1941	False	AT5G58930	AT3G46990	1.0	1.0
AT1G55690__AT5G56160	0.9109700000000001	0.6271100000000001	1887.0	1719.0	0.7064	GF_003184	0.3545	2.2003	2.0	0.1611	False	AT1G55690	AT5G56160	1.0	1.0
AT1G07520__AT2G29065	0.8821	0.71712	2112.0	1863.0	0.446	GF_003194	0.2213	1.3424	2.0	0.1648	False	AT2G29065	AT1G07520	1.0	1.0
AT2G40410__AT3G56170	0.9669700000000001	0.7971	999.0	966.0	0.32832	GF_003187	0.1485	0.6723	2.0	0.2208	False	AT3G56170	AT2G40410	1.0	1.0
AT1G14390__AT2G02780	0.94386	0.77593	2298.0	2169.0	0.32994	GF_003197	0.1743	0.6466	2.0	0.2695	False	AT2G02780	AT1G14390	1.0	1.0
AT5G09760__AT5G64640	0.91528	0.76165	1806.0	1653.0	0.33024000000000003	GF_003213	0.1685	0.8715	2.0	0.1933	False	AT5G09760	AT5G64640	1.0	1.0
AT1G56110__AT3G12860	0.94847	0.8169	1572.0	1491.0	0.1454	GF_003203	0.0744	1.1088	2.0	0.0671	False	AT3G12860	AT1G56110	1.0	1.0
AT2G39130__AT3G54830	0.9398200000000001	0.74262	1695.0	1593.0	0.38988	GF_003216	0.2128	0.8921	2.0	0.2385	False	AT2G39130	AT3G54830	1.0	1.0
AT2G40420__AT3G56200	0.98413	0.77112	1323.0	1302.0	0.27014	GF_003215	0.1424	0.9065	2.0	0.1571	False	AT3G56200	AT2G40420	1.0	1.0
AT1G23030__AT1G71020	0.9651299999999999	0.78161	1893.0	1827.0	0.25288	GF_003201	0.126	0.9407	2.0	0.134	False	AT1G71020	AT1G23030	1.0	1.0
AT3G10720__AT5G04970	0.97615	0.77199	1887.0	1842.0	0.25672	GF_003211	0.1308	0.9418	2.0	0.1389	False	AT5G04970	AT3G10720	1.0	1.0
AT1G26600__AT1G69320	0.8606600000000001	0.7269800000000001	366.0	315.0	0.43046	GF_003214	0.2249	1.0438	2.0	0.2154	False	AT1G26600	AT1G69320	1.0	1.0
AT3G10710__AT5G04960	0.95652	0.71455	1725.0	1650.0	0.36398	GF_003212	0.1972	1.656	2.0	0.1191	False	AT5G04960	AT3G10710	1.0	1.0
AT2G37100__AT5G03110	0.8471299999999999	0.54762	942.0	798.0	1.0120799999999999	GF_003226	0.4886	5.1491	2.0	0.0949	True	AT5G03110	AT2G37100	0.0	1.0
AT3G10640__AT5G04850	0.8639700000000001	0.86525	816.0	705.0	0.14164000000000002	GF_003232	0.0685	0.5542	2.0	0.1235	False	AT5G04850	AT3G10640	1.0	1.0
AT1G20310__AT1G76070	0.7964899999999999	0.6652	855.0	681.0	0.59512	GF_003228	0.3208	1.2930000000000001	2.0	0.2481	False	AT1G76070	AT1G20310	1.0	1.0
AT3G01350__AT5G14940	0.96649	0.76764	1701.0	1644.0	0.30992	GF_003223	0.157	0.9452	2.0	0.1661	False	AT5G14940	AT3G01350	1.0	1.0
AT1G17880__AT1G73230	0.98795	0.86179	498.0	492.0	0.12762	GF_003231	0.0665	0.5554	2.0	0.1197	False	AT1G73230	AT1G17880	1.0	1.0
AT3G46930__AT5G58950	0.89036	0.75442	1587.0	1413.0	0.48078000000000004	GF_003240	0.2243	0.7061	2.0	0.3177	False	AT5G58950	AT3G46930	1.0	1.0
AT5G07140__AT5G58520	0.95875	0.7779699999999999	1818.0	1743.0	0.29934	GF_003241	0.1454	0.8835	2.0	0.1646	False	AT5G58520	AT5G07140	1.0	1.0
AT1G64630__AT5G41990	0.90702	0.7814300000000001	1710.0	1551.0	0.3224	GF_003239	0.1648	0.7855	2.0	0.2097	False	AT5G41990	AT1G64630	1.0	1.0
AT2G19830__AT4G29160	0.95475	0.84044	663.0	633.0	0.16814	GF_003233	0.0867	0.6825	2.0	0.127	False	AT4G29160	AT2G19830	1.0	1.0
AT5G08250__AT5G23190	0.8629899999999999	0.79313	1686.0	1455.0	0.20928000000000002	GF_003262	0.0974	1.1369	2.0	0.0857	False	AT5G23190	AT5G08250	1.0	1.0
AT3G49960__AT5G67400	1.0	0.7841899999999999	987.0	987.0	0.22048	GF_003271	0.1214	1.1164	2.0	0.1087	False	AT3G49960	AT5G67400	1.0	1.0
AT2G25430__AT4G32285	0.96641	0.79674	1965.0	1899.0	0.16864	GF_003248	0.085	1.3721	2.0	0.062	False	AT4G32285	AT2G25430	1.0	1.0
AT2G07725__ATMG00210	1.0	1.0	555.0	555.0	0.0	GF_003247	0.0	0.0	2.0	0.4642	False	ATMG00210	AT2G07725	1.0	1.0
AT3G48730__AT5G63570	0.9957799999999999	0.83545	1422.0	1416.0	0.10196000000000001	GF_003268	0.0486	0.988	2.0	0.0492	False	AT3G48730	AT5G63570	1.0	1.0
AT1G05160__AT2G32440	0.9898399999999999	0.7912399999999999	1476.0	1461.0	0.28306	GF_003282	0.1338	0.8267	2.0	0.1618	False	AT1G05160	AT2G32440	1.0	1.0
AT3G10200__AT5G04060	0.97841	0.8324799999999999	1806.0	1767.0	0.21341999999999997	GF_003254	0.0987	0.6512	2.0	0.1515	False	AT5G04060	AT3G10200	1.0	1.0
AT2G39710__AT5G02190	0.9042600000000001	0.64078	1410.0	1275.0	0.49946	GF_003253	0.2755	35.7843	2.0	0.0077	True	AT5G02190	AT2G39710	0.0	1.0
AT2G18980__AT4G30170	0.99385	0.78328	975.0	969.0	0.21602	GF_003270	0.1264	0.8456	2.0	0.1495	False	AT2G18980	AT4G30170	1.0	1.0
AT5G10510__AT5G65510	0.77456	0.76507	1863.0	1443.0	0.27292	GF_003275	0.1457	1.1647	2.0	0.1251	False	AT5G65510	AT5G10510	1.0	1.0
AT1G20540__AT1G76260	0.99715	0.86667	1053.0	1050.0	0.14602	GF_003283	0.0727	0.4956	2.0	0.1466	False	AT1G20540	AT1G76260	1.0	1.0
AT2G07724__ATMG00200	1.0	0.9968799999999999	321.0	321.0	0.0097	GF_003279	0.0047	0.0	2.0	99.0	False	ATMG00200	AT2G07724	1.0	1.0
AT1G66180__AT5G37540	0.97285	0.8093	1326.0	1290.0	0.21925999999999998	GF_003276	0.1101	0.7373	2.0	0.1494	False	AT5G37540	AT1G66180	1.0	1.0
AT4G30410__AT5G57780	0.83598	0.51055	567.0	474.0	1.03938	GF_003277	0.5386	67.7743	2.0	0.0079	True	AT5G57780	AT4G30410	0.0	1.0
AT3G03430__AT5G17480	1.0	0.8433700000000001	249.0	249.0	0.114	GF_003291	0.0586	1.0045	2.0	0.0583	False	AT3G03430	AT5G17480	1.0	1.0
AT1G53700__AT3G14370	0.95501	0.75803	1467.0	1401.0	0.27662	GF_003298	0.1495	0.973	2.0	0.1536	False	AT3G14370	AT1G53700	1.0	1.0
AT1G51170__AT3G20830	0.93795	0.77354	1257.0	1179.0	0.29714	GF_003300	0.1558	0.7686	2.0	0.2027	False	AT1G51170	AT3G20830	1.0	1.0
AT5G08270__AT5G23200	0.91932	0.78014	1227.0	1128.0	0.34442	GF_003288	0.1657	0.7343	2.0	0.2257	False	AT5G08270	AT5G23200	1.0	1.0
AT3G47060__AT5G58870	0.97301	0.8448899999999999	2445.0	2379.0	0.17398	GF_003303	0.0866	0.5895	2.0	0.147	False	AT3G47060	AT5G58870	1.0	1.0
AT2G25070__AT4G31860	0.9944	0.8319200000000001	1071.0	1065.0	0.2026	GF_003297	0.0963	0.7739	2.0	0.1244	False	AT4G31860	AT2G25070	1.0	1.0
AT4G27680__AT5G53540	0.98759	0.80905	1209.0	1194.0	0.22116	GF_003306	0.1058	0.8663	2.0	0.1221	False	AT4G27680	AT5G53540	1.0	1.0
AT4G27310__AT5G54470	0.71765	0.69581	765.0	549.0	0.49038000000000004	GF_003312	0.2865	1.5348	2.0	0.1866	False	AT4G27310	AT5G54470	1.0	1.0
AT2G44160__AT3G59970	0.9966299999999999	0.8564200000000001	1782.0	1776.0	0.14874	GF_003313	0.0673	0.6778	2.0	0.0993	False	AT2G44160	AT3G59970	1.0	1.0
AT1G50260__AT3G19830	0.97403	0.81185	2079.0	2025.0	0.27274	GF_003292	0.1379	0.5855	2.0	0.2355	False	AT3G19830	AT1G50260	1.0	1.0
AT2G41150__AT3G56750	0.9975200000000001	0.81886	1212.0	1209.0	0.19685999999999998	GF_003329	0.0929	0.7826	2.0	0.1187	False	AT2G41150	AT3G56750	1.0	1.0
AT1G07510__AT2G29080	0.97805	0.81629	2460.0	2406.0	0.16566	GF_003304	0.0876	0.9079	2.0	0.0965	False	AT1G07510	AT2G29080	1.0	1.0
AT2G22310__AT4G39910	0.94805	0.8648399999999999	1155.0	1095.0	0.07122	GF_003317	0.0345	0.7371	2.0	0.0468	False	AT4G39910	AT2G22310	1.0	1.0
AT2G47950__AT3G62990	0.91241	0.608	411.0	375.0	0.98346	GF_003314	0.4727	2.7729	2.0	0.1705	False	AT3G62990	AT2G47950	1.0	1.0
AT2G22425__AT4G40042	0.98925	0.7971	279.0	276.0	0.2427	GF_003307	0.1241	0.7692	2.0	0.1613	False	AT4G40042	AT2G22425	1.0	1.0
AT4G11080__AT4G23800	0.96514	0.80587	1377.0	1329.0	0.2338	GF_003320	0.1255	1.4732	2.0	0.0852	False	AT4G23800	AT4G11080	1.0	1.0
AT4G20860__AT5G44360	0.97398	0.7271	1614.0	1572.0	0.43656000000000006	GF_003315	0.2069	1.2001	2.0	0.1724	False	AT4G20860	AT5G44360	1.0	1.0
AT1G16380__AT1G79400	0.9923799999999999	0.76526	2361.0	2343.0	0.34248	GF_003325	0.1677	0.8661	2.0	0.1936	False	AT1G79400	AT1G16380	1.0	1.0
AT1G04860__AT2G32780	0.7104600000000001	0.7106399999999999	3585.0	2547.0	0.5502	GF_003316	0.2832	0.9846	2.0	0.2876	False	AT2G32780	AT1G04860	1.0	1.0
AT1G06970__AT2G30240	0.98565	0.72613	2508.0	2472.0	0.34268000000000004	GF_003322	0.1789	1.4828	2.0	0.1207	False	AT1G06970	AT2G30240	1.0	1.0
AT1G14290__AT1G69640	0.99615	0.76448	780.0	777.0	0.2563	GF_003331	0.11800000000000001	1.4704	2.0	0.0802	False	AT1G69640	AT1G14290	1.0	1.0
AT1G07705__AT5G59710	0.8748100000000001	0.72775	1965.0	1719.0	0.3685	GF_003321	0.1862	1.3557	2.0	0.1373	False	AT5G59710	AT1G07705	1.0	1.0
AT1G11630__AT1G61870	0.98293	0.75434	1230.0	1209.0	0.37085999999999997	GF_003327	0.1844	1.0061	2.0	0.1833	False	AT1G61870	AT1G11630	1.0	1.0
AT1G54210__AT3G13970	0.9791700000000001	0.86879	288.0	282.0	0.0745	GF_003332	0.0333	0.7602	2.0	0.0439	False	AT3G13970	AT1G54210	1.0	1.0
AT3G11330__AT5G05850	0.9861700000000001	0.77956	1518.0	1497.0	0.25001999999999996	GF_003338	0.1305	0.9208	2.0	0.1417	False	AT5G05850	AT3G11330	1.0	1.0
AT4G24530__AT5G65470	0.9635299999999999	0.66268	1563.0	1506.0	0.44336000000000003	GF_003347	0.2325	3.0862	2.0	0.0753	False	AT5G65470	AT4G24530	1.0	1.0
AT4G24530__AT5G65470	0.9635299999999999	0.66268	1563.0	1506.0	0.44336000000000003	GF_003347	0.2325	3.0862	2.0	0.0753	False	AT5G65470	AT4G24530	1.0	1.0
AT5G10030__AT5G65210	0.98913	0.82326	1104.0	1092.0	0.15206	GF_003351	0.0731	0.8471	2.0	0.0863	False	AT5G65210	AT5G10030	1.0	1.0
AT1G22070__AT1G77920	0.94819	0.77413	1158.0	1098.0	0.28615999999999997	GF_003352	0.1478	0.9803	2.0	0.1508	False	AT1G77920	AT1G22070	1.0	1.0
AT1G20520__AT1G76210	0.95299	0.78176	702.0	669.0	0.2971	GF_003334	0.1495	0.7787	2.0	0.192	False	AT1G76210	AT1G20520	1.0	1.0
AT2G47970__AT3G63000	1.0	0.8046800000000001	1239.0	1239.0	0.17874	GF_003335	0.0827	1.2577	2.0	0.0657	False	AT3G63000	AT2G47970	1.0	1.0
AT3G06840__AT5G49170	0.75472	0.725	636.0	480.0	0.3663	GF_003357	0.1988	1.2657	2.0	0.1571	False	AT5G49170	AT3G06840	1.0	1.0
AT1G17890__AT1G73250	0.9847600000000001	0.81115	984.0	969.0	0.14026	GF_003340	0.0745	1.34	2.0	0.0556	False	AT1G17890	AT1G73250	1.0	1.0
AT3G05630__AT3G16785	0.92453	0.64691	3339.0	3087.0	0.47473999999999994	GF_003356	0.2464	4.3198	2.0	0.057	False	AT3G16785	AT3G05630	1.0	1.0
AT1G09950__AT1G58330	0.97826	0.66815	690.0	675.0	0.64284	GF_003353	0.319	1.1435	2.0	0.2789	False	AT1G58330	AT1G09950	1.0	1.0
AT3G04990__AT5G27220	0.19221	0.5536	3543.0	681.0	1.00352	GF_003350	0.5726	10.2439	2.0	0.0559	True	AT5G27220	AT3G04990	0.0	1.0
AT1G52660__AT3G15700	0.96867	0.79964	1149.0	1113.0	0.21302	GF_003358	0.1107	1.129	2.0	0.0981	False	AT1G52660	AT3G15700	1.0	1.0
AT1G51630__AT3G21190	0.99764	0.83175	1269.0	1266.0	0.17364000000000002	GF_003346	0.0841	0.7365	2.0	0.1142	False	AT1G51630	AT3G21190	1.0	1.0
AT1G20860__AT1G76430	0.9523799999999999	0.77308	1638.0	1560.0	0.24445999999999998	GF_003371	0.1273	1.1286	2.0	0.1128	False	AT1G20860	AT1G76430	1.0	1.0
AT4G26850__AT5G55120	0.9574	0.75254	1338.0	1281.0	0.30496	GF_003370	0.1519	1.3632	2.0	0.1114	False	AT4G26850	AT5G55120	1.0	1.0
AT1G32810__AT4G10600	0.21058000000000002	0.7254	3234.0	681.0	0.50584	GF_003364	0.2396	6.5181	2.0	0.0368	True	AT4G10600	AT1G32810	0.0	1.0
AT5G08200__AT5G23130	0.9282299999999999	0.75	1254.0	1164.0	0.37306	GF_003360	0.2028	0.7924	2.0	0.2559	False	AT5G08200	AT5G23130	1.0	1.0
AT1G19940__AT1G75680	0.97719	0.77367	1578.0	1542.0	0.33446	GF_003362	0.1638	0.8912	2.0	0.1837	False	AT1G19940	AT1G75680	1.0	1.0
AT3G02730__AT5G16400	0.92063	0.8199200000000001	567.0	522.0	0.17682	GF_003365	0.0873	0.7609999999999999	2.0	0.1147	False	AT3G02730	AT5G16400	1.0	1.0
AT2G21510__AT4G39150	0.99135	0.8294600000000001	1041.0	1032.0	0.21045999999999998	GF_003381	0.0969	0.7278	2.0	0.1331	False	AT2G21510	AT4G39150	1.0	1.0
AT2G48075__AT3G63050	0.86875	0.67386	480.0	417.0	0.67504	GF_003376	0.3572	1.1207	2.0	0.3187	False	AT2G48075	AT3G63050	1.0	1.0
