Orthogroup	A. trichopoda	V. vinifera
OG0008180	ATR0111G003.1	GSVIVT01007940001
OG0008181	ATR1132G055.1	GSVIVT01028728001
OG0008182	ATR0827G115.1	GSVIVT01008127001
OG0008183	ATR0686G041.1	GSVIVT01036214001
OG0008184	ATR1120G120.1	GSVIVT01008064001
OG0008185	ATR0680G075.1	GSVIVT01027767001
OG0008186	ATR0737G092.1	GSVIVT01017963001
OG0008187	ATR0594G035.1	GSVIVT01032739001
OG0008188	ATR0582G251.1	GSVIVT01008655001
OG0008189	ATR0188G015.1	GSVIVT01027086001
OG0008190	ATR0706G075.1	GSVIVT01017810001
OG0008191	ATR1136G107.1	GSVIVT01023292001
OG0008192	ATR0001G008.1	GSVIVT01020061001
OG0008193	ATR0807G017.1	GSVIVT01013410001
OG0008194	ATR0824G262.1	GSVIVT01001847001
OG0008195	ATR0776G065.1	GSVIVT01026456001
OG0008196	ATR0618G159.1	GSVIVT01034033001
OG0008197	ATR0787G207.1	GSVIVT01028471001
OG0008198	ATR0598G169.1	GSVIVT01030706001
OG0008199	ATR0057G097.1	GSVIVT01024345001
OG0008200	ATR0721G078.1	GSVIVT01019419001
OG0008201	ATR0743G261.1	GSVIVT01038181001
OG0008202	ATR0048G011.1	GSVIVT01016268001
OG0008203	ATR0665G154.1	GSVIVT01036270001
OG0008204	ATR0564G174.1	GSVIVT01001596001
OG0008205	ATR0751G046.1	GSVIVT01010792001
OG0008206	ATR0618G027.1	GSVIVT01025814001
OG0008207	ATR0829G076.1	GSVIVT01036925001
OG0008208	ATR0665G646.1	GSVIVT01000761001
OG0008209	ATR0661G109.1	GSVIVT01023934001
OG0008210	ATR0021G035.1	GSVIVT01014850001
OG0008211	ATR0605G237.1	GSVIVT01023845001
OG0008212	ATR0605G066.1	GSVIVT01026447001
OG0008213	ATR0987G011.1	GSVIVT01026477001
OG0008214	ATR0796G257.1	GSVIVT01035010001
OG0008215	ATR0743G277.1	GSVIVT01013557001
OG0008216	ATR0081G050.1	GSVIVT01001004001
OG0008217	ATR0820G282.1	GSVIVT01033765001
OG0008218	ATR0743G104.1	GSVIVT01017902001
OG0008219	ATR0796G083.1	GSVIVT01034003001
OG0008220	ATR1098G046.1	GSVIVT01021525001
OG0008221	ATR1100G016.1	GSVIVT01027060001
OG0008222	ATR0796G164.1	GSVIVT01017755001
OG0008223	ATR0730G110.1	GSVIVT01007830001
OG0008224	ATR1128G016.1	GSVIVT01037705001
OG0008225	ATR0767G112.1	GSVIVT01036958001
OG0008226	ATR0730G148.1	GSVIVT01032469001
OG0008227	ATR0665G267.1	GSVIVT01008836001
OG0008228	ATR1134G042.1	GSVIVT01008954001
OG0008229	ATR1098G152.1	GSVIVT01021523001
OG0008230	ATR0559G357.1	GSVIVT01034130001
OG0008231	ATR0691G190.1	GSVIVT01010125001
OG0008232	ATR0626G115.1	GSVIVT01017886001
OG0008233	ATR0582G207.1	GSVIVT01035139001
OG0008234	ATR0733G135.1	GSVIVT01020280001
OG0008235	ATR0068G110.1	GSVIVT01037466001
OG0008236	ATR0580G373.1	GSVIVT01029232001
OG0008237	ATR0681G321.1	GSVIVT01008345001
OG0008238	ATR0307G034.1	GSVIVT01025786001
OG0008239	ATR0739G094.1	GSVIVT01035887001
OG0008240	ATR0661G191.1	GSVIVT01019729001
OG0008241	ATR0626G241.1	GSVIVT01011062001
OG0008242	ATR0752G109.1	GSVIVT01037646001
OG0008243	ATR1127G143.1	GSVIVT01029873001
OG0008244	ATR0661G021.1	GSVIVT01008714001
OG0008245	ATR0618G215.1	GSVIVT01010238001
OG0008246	ATR0594G142.1	GSVIVT01030249001
OG0008247	ATR0587G001.1	GSVIVT01014786001
OG0008248	ATR0217G026.1	GSVIVT01033007001
OG0008249	ATR0829G012.1	GSVIVT01011555001
OG0008250	ATR0824G181.1	GSVIVT01000581001
OG0008251	ATR0706G251.1	GSVIVT01035046001
OG0008252	ATR0594G056.1	GSVIVT01030279001
OG0008253	ATR0776G083.1	GSVIVT01036120001
OG0008254	ATR0693G059.1	GSVIVT01031156001
OG0008255	ATR0210G031.1	GSVIVT01016457001
OG0008256	ATR0602G291.1	GSVIVT01021189001
OG0008257	ATR0582G075.1	GSVIVT01014062001
OG0008258	ATR0681G203.1	GSVIVT01030813001
OG0008259	ATR0618G339.1	GSVIVT01033961001
OG0008260	ATR0012G044.1	GSVIVT01017840001
OG0008261	ATR0712G111.1	GSVIVT01030416001
OG0008262	ATR1132G036.1	GSVIVT01031502001
OG0008263	ATR0686G233.1	GSVIVT01033275001
OG0008264	ATR0315G077.1	GSVIVT01037763001
OG0008265	ATR0068G039.1	GSVIVT01027370001
OG0008266	ATR0057G041.1	GSVIVT01027442001
OG0008267	ATR0693G097.1	GSVIVT01003194001
OG0008268	ATR0691G226.1	GSVIVT01024670001
OG0008269	ATR0661G584.1	GSVIVT01027006001
OG0008270	ATR0907G009.1	GSVIVT01012218001
OG0008271	ATR0598G225.1	GSVIVT01030016001
OG0008272	ATR0767G258.1	GSVIVT01035951001
OG0008273	ATR0585G053.1	GSVIVT01020848001
OG0008274	ATR0752G147.1	GSVIVT01037609001
OG0008275	ATR0810G114.1	GSVIVT01018517001
OG0008276	ATR0568G128.1	GSVIVT01036908001
OG0008277	ATR0730G039.1	GSVIVT01032463001
OG0008278	ATR0820G177.1	GSVIVT01031373001
OG0008279	ATR0068G087.1	GSVIVT01027313001
OG0008280	ATR0021G056.1	GSVIVT01006575001
OG0008281	ATR0693G233.1	GSVIVT01030572001
OG0008282	ATR0796G065.1	GSVIVT01031145001
OG0008283	ATR0743G182.1	GSVIVT01038251001
OG0008284	ATR0665G230.1	GSVIVT01013146001
OG0008285	ATR0618G387.1	GSVIVT01037881001
OG0008286	ATR0829G043.1	GSVIVT01030485001
OG0008287	ATR0624G040.1	GSVIVT01030412001
OG0008288	ATR0697G121.1	GSVIVT01029987001
OG0008289	ATR0605G260.1	GSVIVT01032073001
OG0008290	ATR0580G211.1	GSVIVT01029591001
OG0008291	ATR0743G005.1	GSVIVT01038190001
OG0008292	ATR0177G036.1	GSVIVT01032917001
OG0008293	ATR0317G073.1	GSVIVT01027686001
OG0008294	ATR0824G128.1	GSVIVT01019070001
OG0008295	ATR1098G073.1	GSVIVT01021596001
OG0008296	ATR0665G342.1	GSVIVT01018133001
OG0008297	ATR0733G013.1	GSVIVT01009691001
OG0008298	ATR0757G133.1	GSVIVT01038094001
OG0008299	ATR0751G218.1	GSVIVT01030144001
OG0008300	ATR0598G180.1	GSVIVT01015564001
OG0008301	ATR0044G006.1	GSVIVT01033286001
OG0008302	ATR0706G207.1	GSVIVT01021889001
OG0008303	ATR1133G030.1	GSVIVT01009477001
OG0008304	ATR0810G133.1	GSVIVT01018505001
OG0008305	ATR0561G205.1	GSVIVT01003250001
OG0008306	ATR0629G092.1	GSVIVT01001053001
OG0008307	ATR1125G088.1	GSVIVT01008317001
OG0008308	ATR0665G531.1	GSVIVT01008852001
OG0008309	ATR0629G122.1	GSVIVT01017542001
OG0008310	ATR0767G176.1	GSVIVT01031807001
OG0008311	ATR0733G156.1	GSVIVT01031908001
OG0008312	ATR0681G081.1	GSVIVT01030240001
OG0008313	ATR0737G106.1	GSVIVT01014341001
OG0008314	ATR0709G002.1	GSVIVT01008841001
OG0008315	ATR0626G297.1	GSVIVT01017856001
OG0008316	ATR0568G181.1	GSVIVT01024259001
OG0008317	ATR0745G090.1	GSVIVT01037276001
OG0008318	ATR0680G207.1	GSVIVT01022354001
OG0008319	ATR0580G346.1	GSVIVT01029207001
OG0008320	ATR0680G174.1	GSVIVT01020531001
OG0008321	ATR0559G008.1	GSVIVT01034161001
OG0008322	ATR0124G030.1	GSVIVT01020552001
OG0008323	ATR0594G057.1	GSVIVT01032649001
OG0008324	ATR0804G047.1	GSVIVT01014549001
OG0008325	ATR0782G056.1	GSVIVT01010632001
OG0008326	ATR0320G021.1	GSVIVT01028703001
OG0008327	ATR0048G062.1	GSVIVT01016262001
OG0008328	ATR0736G077.1	GSVIVT01028486001
OG0008329	ATR0057G085.1	GSVIVT01001441001
OG0008330	ATR0315G076.1	GSVIVT01035660001
OG0008331	ATR0730G086.1	GSVIVT01032484001
OG0008332	ATR0585G117.1	GSVIVT01004093001
OG0008333	ATR0686G126.1	GSVIVT01001839001
OG0008334	ATR0329G046.1	GSVIVT01005045001
OG0008335	ATR1155G050.1	GSVIVT01019685001
OG0008336	ATR0749G009.1	GSVIVT01021014001
OG0008337	ATR0149G021.1	GSVIVT01024172001
OG0008338	ATR0782G113.1	GSVIVT01029417001
OG0008339	ATR0752G052.1	GSVIVT01002953001
OG0008340	ATR0580G128.1	GSVIVT01029235001
OG0008341	ATR0807G072.1	GSVIVT01026635001
OG0008342	ATR1132G108.1	GSVIVT01000451001
OG0008343	ATR0580G098.1	GSVIVT01017246001
OG0008344	ATR0684G121.1	GSVIVT01015673001
OG0008345	ATR0078G003.1	GSVIVT01027434001
OG0008346	ATR0743G243.1	GSVIVT01038091001
OG0008347	ATR0598G333.1	GSVIVT01016752001
OG0008348	ATR0693G126.1	GSVIVT01005840001
OG0008349	ATR1096G130.1	GSVIVT01025839001
OG0008350	ATR0751G121.1	GSVIVT01014862001
OG0008351	ATR0693G184.1	GSVIVT01028055001
OG0008352	ATR0737G038.1	GSVIVT01007286001
OG0008353	ATR0712G003.1	GSVIVT01030422001
OG0008354	ATR0753G118.1	GSVIVT01030687001
OG0008355	ATR0584G204.1	GSVIVT01008922001
OG0008356	ATR0568G211.1	GSVIVT01009739001
OG0008357	ATR0829G205.1	GSVIVT01022775001
OG0008358	ATR0661G527.1	GSVIVT01021538001
OG0008359	ATR0559G136.1	GSVIVT01016569001
OG0008360	ATR0705G221.1	GSVIVT01016927001
OG0008361	ATR0559G219.1	GSVIVT01024914001
OG0008362	ATR0618G324.1	GSVIVT01019538001
OG0008363	ATR1098G091.1	GSVIVT01026353001
OG0008364	ATR0743G070.1	GSVIVT01019050001
OG0008365	ATR0733G157.1	GSVIVT01031972001
OG0008366	ATR0665G609.1	GSVIVT01009166001
OG0008367	ATR0691G114.1	GSVIVT01007788001
OG0008368	ATR0626G296.1	GSVIVT01021373001
OG0008369	ATR1152G111.1	GSVIVT01013788001
OG0008370	ATR0598G248.1	GSVIVT01015077001
OG0008371	ATR0820G258.1	GSVIVT01033806001
OG0008372	ATR0661G490.1	GSVIVT01018427001
OG0008373	ATR0626G263.1	GSVIVT01000009001
OG0008374	ATR0665G329.1	GSVIVT01013853001
OG0008375	ATR0810G226.1	GSVIVT01018776001
OG0008376	ATR0594G001.1	GSVIVT01025562001
OG0008377	ATR1136G122.1	GSVIVT01026498001
OG0008378	ATR0561G270.1	GSVIVT01019128001
OG0008379	ATR0706G206.1	GSVIVT01031232001
OG0008380	ATR0602G040.1	GSVIVT01019553001
OG0008381	ATR1120G033.1	GSVIVT01012142001
OG0008382	ATR0730G024.1	GSVIVT01038571001
OG0008383	ATR0057G102.1	GSVIVT01018276001
OG0008384	ATR0661G345.1	GSVIVT01027562001
OG0008385	ATR0684G188.1	GSVIVT01009097001
OG0008386	ATR0213G021.1	GSVIVT01030193001
OG0008387	ATR0807G210.1	GSVIVT01013397001
OG0008388	ATR1136G092.1	GSVIVT01026025001
OG0008389	ATR0580G181.1	GSVIVT01032791001
OG0008390	ATR0815G009.1	GSVIVT01015850001
OG0008391	ATR0730G125.1	GSVIVT01038569001
OG0008392	ATR0022G013.1	GSVIVT01009154001
OG0008393	ATR0057G126.1	GSVIVT01018217001
OG0008394	ATR0564G168.1	GSVIVT01019974001
OG0008395	ATR0789G080.1	GSVIVT01016803001
OG0008396	ATR0057G096.1	GSVIVT01013967001
OG0008397	ATR0041G005.1	GSVIVT01008919001
OG0008398	ATR0721G064.1	GSVIVT01033571001
OG0008399	ATR0609G005.1	GSVIVT01031668001
OG0008400	ATR0598G016.1	GSVIVT01035473001
OG0008401	ATR0568G044.1	GSVIVT01018938001
OG0008402	ATR0315G043.1	GSVIVT01035659001
OG0008403	ATR0810G020.1	GSVIVT01026184001
OG0008404	ATR0815G047.1	GSVIVT01015454001
OG0008405	ATR0757G190.1	GSVIVT01010602001
OG0008406	ATR0796G256.1	GSVIVT01028138001
OG0008407	ATR0829G061.1	GSVIVT01013048001
OG0008408	ATR0605G067.1	GSVIVT01025280001
OG0008409	ATR1159G022.1	GSVIVT01025129001
OG0008410	ATR0307G029.1	GSVIVT01025865001
OG0008411	ATR0743G276.1	GSVIVT01010747001
OG0008412	ATR0757G020.1	GSVIVT01019879001
OG0008413	ATR0315G012.1	GSVIVT01015342001
OG0008414	ATR0618G440.1	GSVIVT01032645001
OG0008415	ATR0598G153.1	GSVIVT01000386001
OG0008416	ATR0580G309.1	GSVIVT01023741001
OG0008417	ATR0820G143.1	GSVIVT01026590001
OG0008418	ATR0022G042.1	GSVIVT01009139001
OG0008419	ATR1145G048.1	GSVIVT01011442001
OG0008420	ATR0787G168.1	GSVIVT01027941001
OG0008421	ATR0665G647.1	GSVIVT01022366001
OG0008422	ATR0829G077.1	GSVIVT01022805001
OG0008423	ATR0618G418.1	GSVIVT01034373001
OG0008424	ATR0605G236.1	GSVIVT01033532001
OG0008425	ATR0665G266.1	GSVIVT01013198001
OG0008426	ATR1153G045.1	GSVIVT01014735001
OG0008427	ATR0559G356.1	GSVIVT01024917001
OG0008428	ATR0745G014.1	GSVIVT01013487001
OG0008429	ATR0001G054.1	GSVIVT01001349001
OG0008430	ATR1120G115.1	GSVIVT01017123001
OG0008431	ATR0564G434.1	GSVIVT01031053001
OG0008432	ATR0665G293.1	GSVIVT01018073001
OG0008433	ATR1100G017.1	GSVIVT01015048001
OG0008434	ATR0064G078.1	GSVIVT01007912001
OG0008435	ATR0317G047.1	GSVIVT01004710001
OG0008436	ATR1098G047.1	GSVIVT01000821001
OG0008437	ATR0559G155.1	GSVIVT01030490001
OG0008438	ATR0693G394.1	GSVIVT01002466001
OG0008439	ATR1149G103.1	GSVIVT01007818001
OG0008440	ATR0743G158.1	GSVIVT01027439001
OG0008441	ATR0620G022.1	GSVIVT01038616001
OG0008442	ATR0772G176.1	GSVIVT01011149001
OG0008443	ATR0580G262.1	GSVIVT01029124001
OG0008444	ATR0499G012.1	GSVIVT01037291001
OG0008445	ATR0165G046.1	GSVIVT01023010001
OG0008446	ATR1089G020.1	GSVIVT01037160001
OG0008447	ATR0776G050.1	GSVIVT01036119001
OG0008448	ATR0736G205.1	GSVIVT01028358001
OG0008449	ATR0480G001.1	GSVIVT01004963001
OG0008450	ATR1159G062.1	GSVIVT01025116001
OG0008451	ATR0307G069.1	GSVIVT01027353001
OG0008452	ATR0626G412.1	GSVIVT01010862001
OG0008453	ATR0665G380.1	GSVIVT01013129001
OG0008454	ATR0829G191.1	GSVIVT01024376001
OG0008455	ATR0618G237.1	GSVIVT01033976001
OG0008456	ATR0115G024.1	GSVIVT01025174001
OG0008457	ATR1125G043.1	GSVIVT01031016001
OG0008458	ATR0661G530.1	GSVIVT01037889001
OG0008459	ATR1091G081.1	GSVIVT01007724001
OG0008460	ATR0605G027.1	GSVIVT01027171001
OG0008461	ATR0829G021.1	GSVIVT01019298001
OG0008462	ATR0665G473.1	GSVIVT01034416001
OG0008463	ATR0665G284.1	GSVIVT01018032001
OG0008464	ATR0064G039.1	GSVIVT01007870001
OG0008465	ATR0796G341.1	GSVIVT01035003001
OG0008466	ATR0787G098.1	GSVIVT01032968001
OG0008467	ATR0177G020.1	GSVIVT01032911001
OG0008468	ATR0307G117.1	GSVIVT01037394001
OG0008469	ATR0674G001.1	GSVIVT01025593001
OG0008470	ATR0724G097.1	GSVIVT01009448001
OG0008471	ATR0691G055.1	GSVIVT01012028001
OG0008472	ATR0712G122.1	GSVIVT01020148001
OG0008473	ATR0564G128.1	GSVIVT01011439001
OG0008474	ATR0824G075.1	GSVIVT01007539001
OG0008475	ATR0807G113.1	GSVIVT01022308001
OG0008476	ATR0721G024.1	GSVIVT01031551001
OG0008477	ATR0564G098.1	GSVIVT01011707001
OG0008478	ATR0618G289.1	GSVIVT01024791001
OG0008479	ATR0763G041.1	GSVIVT01021778001
OG0008480	ATR1093G011.1	GSVIVT01033594001
OG0008481	ATR0561G173.1	GSVIVT01031662001
OG0008482	ATR0759G009.1	GSVIVT01016310001
OG0008483	ATR0680G262.1	GSVIVT01024803001
OG0008484	ATR0605G159.1	GSVIVT01033515001
OG0008485	ATR0626G160.1	GSVIVT01016057001
OG0008486	ATR0680G391.1	GSVIVT01014368001
OG0008487	ATR0097G002.1	GSVIVT01011930001
OG0008488	ATR1120G155.1	GSVIVT01001428001
OG0008489	ATR1096G059.1	GSVIVT01027957001
OG0008490	ATR0001G014.1	GSVIVT01025422001
OG0008491	ATR0322G021.1	GSVIVT01032214001
OG0008492	ATR1127G047.1	GSVIVT01024517001
OG0008493	ATR0099G004.1	GSVIVT01016670001
OG0008494	ATR0564G525.1	GSVIVT01001590001
OG0008495	ATR0800G098.1	GSVIVT01015604001
OG0008496	ATR0829G088.1	GSVIVT01022647001
OG0008497	ATR0626G357.1	GSVIVT01010855001
OG0008498	ATR0594G180.1	GSVIVT01018312001
OG0008499	ATR0681G175.1	GSVIVT01024619001
OG0008500	ATR1100G057.1	GSVIVT01011705001
OG0008501	ATR0721G086.1	GSVIVT01000847001
OG0008502	ATR0568G075.1	GSVIVT01024265001
OG0008503	ATR0219G018.1	GSVIVT01031499001
OG0008504	ATR0661G231.1	GSVIVT01005189001
OG0008505	ATR0582G128.1	GSVIVT01001121001
OG0008506	ATR0759G121.1	GSVIVT01025651001
OG0008507	ATR0665G226.1	GSVIVT01001190001
OG0008508	ATR0564G347.1	GSVIVT01030793001
OG0008509	ATR1131G014.1	GSVIVT01019479001
OG0008510	ATR0109G019.1	GSVIVT01027020001
OG0008511	ATR0598G134.1	GSVIVT01011753001
OG0008512	ATR0691G230.1	GSVIVT01020229001
OG0008513	ATR0030G057.1	GSVIVT01000155001
OG0008514	ATR0762G014.1	GSVIVT01022064001
OG0008515	ATR0564G181.1	GSVIVT01022212001
OG0008516	ATR0180G034.1	GSVIVT01009968001
OG0008517	ATR0776G048.1	GSVIVT01010710001
OG0008518	ATR0693G365.1	GSVIVT01035578001
OG0008519	ATR0737G079.1	GSVIVT01025453001
OG0008520	ATR0686G208.1	GSVIVT01010360001
OG0008521	ATR0737G111.1	GSVIVT01025446001
OG0008522	ATR0829G147.1	GSVIVT01036937001
OG0008523	ATR0069G023.1	GSVIVT01025117001
OG0008524	ATR0580G168.1	GSVIVT01023228001
OG0008525	ATR0796G272.1	GSVIVT01027052001
OG0008526	ATR0605G387.1	GSVIVT01026440001
OG0008527	ATR0665G190.1	GSVIVT01004825001
OG0008528	ATR0594G169.1	GSVIVT01032641001
OG0008529	ATR0693G166.1	GSVIVT01034991001
OG0008530	ATR1156G055.1	GSVIVT01023022001
OG0008531	ATR1127G188.1	GSVIVT01024544001
OG0008532	ATR0751G161.1	GSVIVT01022600001
OG0008533	ATR1125G076.1	GSVIVT01031017001
OG0008534	ATR0724G041.1	GSVIVT01009453001
OG0008535	ATR0752G043.1	GSVIVT01012650001
OG0008536	ATR1127G009.1	GSVIVT01032866001
OG0008537	ATR0763G059.1	GSVIVT01002505001
OG0008538	ATR0767G009.1	GSVIVT01012513001
OG0008539	ATR0184G015.1	GSVIVT01035911001
OG0008540	ATR0584G009.1	GSVIVT01022347001
OG0008541	ATR0585G029.1	GSVIVT01000623001
OG0008542	ATR0827G008.1	GSVIVT01012255001
OG0008543	ATR0051G005.1	GSVIVT01015162001
OG0008544	ATR0782G153.1	GSVIVT01038745001
OG0008545	ATR0697G258.1	GSVIVT01017999001
OG0008546	ATR0661G270.1	GSVIVT01037874001
OG0008547	ATR0827G189.1	GSVIVT01008119001
OG0008548	ATR0105G004.1	GSVIVT01033689001
OG0008549	ATR0763G097.1	GSVIVT01012095001
OG0008550	ATR0568G207.1	GSVIVT01024253001
OG0008551	ATR0789G101.1	GSVIVT01028984001
OG0008552	ATR0580G206.1	GSVIVT01035995001
OG0008553	ATR0686G023.1	GSVIVT01030869001
OG0008554	ATR0824G251.1	GSVIVT01017206001
OG0008555	ATR0733G224.1	GSVIVT01018993001
OG0008556	ATR0739G050.1	GSVIVT01023592001
OG0008557	ATR0559G259.1	GSVIVT01016481001
OG0008558	ATR0757G089.1	GSVIVT01019873001
OG0008559	ATR1127G091.1	GSVIVT01029878001
OG0008560	ATR0661G043.1	GSVIVT01018448001
OG0008561	ATR0794G044.1	GSVIVT01014607001
OG0008562	ATR0580G434.1	GSVIVT01033425001
OG0008563	ATR1127G121.1	GSVIVT01032867001
OG0008564	ATR0681G401.1	GSVIVT01016717001
OG0008565	ATR0824G174.1	GSVIVT01032388001
OG0008566	ATR1136G162.1	GSVIVT01022425001
OG0008567	ATR0721G095.1	GSVIVT01028818001
OG0008568	ATR0730G064.1	GSVIVT01035958001
OG0008569	ATR0796G010.1	GSVIVT01031328001
OG0008570	ATR0626G137.1	GSVIVT01010901001
OG0008571	ATR0064G110.1	GSVIVT01012194001
OG0008572	ATR0820G218.1	GSVIVT01033805001
OG0008573	ATR0564G262.1	GSVIVT01013246001
OG0008574	ATR0706G098.1	GSVIVT01011007001
OG0008575	ATR0757G037.1	GSVIVT01019869001
OG0008576	ATR0681G312.1	GSVIVT01032815001
OG0008577	ATR0618G260.1	GSVIVT01034040001
OG0008578	ATR0810G089.1	GSVIVT01027606001
OG0008579	ATR0068G064.1	GSVIVT01025506001
OG0008580	ATR0598G354.1	GSVIVT01035483001
OG0008581	ATR0626G008.1	GSVIVT01011780001
OG0008582	ATR0584G091.1	GSVIVT01022362001
OG0008583	ATR0083G053.1	GSVIVT01001093001
OG0008584	ATR1147G024.1	GSVIVT01019117001
OG0008585	ATR0829G052.1	GSVIVT01024323001
OG0008586	ATR0605G386.1	GSVIVT01033531001
OG0008587	ATR0681G068.1	GSVIVT01032814001
OG0008588	ATR0043G009.1	GSVIVT01031456001
OG0008589	ATR0706G211.1	GSVIVT01031114001
OG0008590	ATR0691G293.1	GSVIVT01020233001
OG0008591	ATR0174G028.1	GSVIVT01032778001
OG0008592	ATR0684G176.1	GSVIVT01008880001
OG0008593	ATR1125G077.1	GSVIVT01031023001
OG0008594	ATR0598G265.1	GSVIVT01030843001
OG0008595	ATR0579G089.1	GSVIVT01027486001
OG0008596	ATR0584G218.1	GSVIVT01008804001
OG0008597	ATR0605G185.1	GSVIVT01013466001
OG0008598	ATR0332G009.1	GSVIVT01001148001
OG0008599	ATR0829G146.1	GSVIVT01013053001
OG0008600	ATR0757G154.1	GSVIVT01033615001
OG0008601	ATR1125G061.1	GSVIVT01011902001
OG0008602	ATR0585G042.1	GSVIVT01021429001
OG0008603	ATR0782G017.1	GSVIVT01035586001
OG0008604	ATR0048G049.1	GSVIVT01025216001
OG0008605	ATR0739G065.1	GSVIVT01037817001
OG0008606	ATR0582G032.1	GSVIVT01001078001
OG0008607	ATR0789G034.1	GSVIVT01015173001
OG0008608	ATR0064G125.1	GSVIVT01012203001
OG0008609	ATR1089G036.1	GSVIVT01037192001
OG0008610	ATR0787G044.1	GSVIVT01031574001
OG0008611	ATR0598G308.1	GSVIVT01011589001
OG0008612	ATR0686G167.1	GSVIVT01006226001
OG0008613	ATR0582G373.1	GSVIVT01008661001
OG0008614	ATR0763G063.1	GSVIVT01036806001
OG0008615	ATR0736G173.1	GSVIVT01027835001
OG0008616	ATR0686G171.1	GSVIVT01001813001
OG0008617	ATR1149G049.1	GSVIVT01020164001
OG0008618	ATR0568G206.1	GSVIVT01036916001
OG0008619	ATR0594G153.1	GSVIVT01030245001
OG0008620	ATR0691G089.1	GSVIVT01036517001
OG0008621	ATR0763G096.1	GSVIVT01021323001
OG0008622	ATR1127G073.1	GSVIVT01029852001
OG0008623	ATR0589G100.1	GSVIVT01009814001
OG0008624	ATR0322G052.1	GSVIVT01017297001
OG0008625	ATR0763G184.1	GSVIVT01037329001
OG0008626	ATR0626G219.1	GSVIVT01029533001
OG0008627	ATR0332G091.1	GSVIVT01032131001
OG0008628	ATR0083G069.1	GSVIVT01017982001
OG0008629	ATR0810G267.1	GSVIVT01024075001
OG0008630	ATR0582G044.1	GSVIVT01032984001
OG0008631	ATR0626G335.1	GSVIVT01022976001
OG0008632	ATR0068G078.1	GSVIVT01033381001
OG0008633	ATR0787G032.1	GSVIVT01027915001
OG0008634	ATR0820G188.1	GSVIVT01034708001
OG0008635	ATR0712G038.1	GSVIVT01012233001
OG0008636	ATR0697G300.1	GSVIVT01035536001
OG0008637	ATR1120G189.1	GSVIVT01035713001
OG0008638	ATR0564G373.1	GSVIVT01011458001
OG0008639	ATR0697G161.1	GSVIVT01029954001
OG0008640	ATR0716G055.1	GSVIVT01018728001
OG0008641	ATR0665G353.1	GSVIVT01026758001
OG0008642	ATR0724G102.1	GSVIVT01022078001
OG0008643	ATR1156G060.1	GSVIVT01015513001
OG0008644	ATR0624G131.1	GSVIVT01035933001
OG0008645	ATR0693G254.1	GSVIVT01018880001
OG0008646	ATR0824G168.1	GSVIVT01007576001
OG0008647	ATR0605G324.1	GSVIVT01033519001
OG0008648	ATR0030G035.1	GSVIVT01000154001
OG0008649	ATR0589G068.1	GSVIVT01003148001
OG0008650	ATR0605G395.1	GSVIVT01013450001
OG0008651	ATR0751G143.1	GSVIVT01030149001
OG0008652	ATR0100G030.1	GSVIVT01022142001
OG0008653	ATR0304G021.1	GSVIVT01033331001
OG0008654	ATR0003G027.1	GSVIVT01036815001
OG0008655	ATR0598G057.1	GSVIVT01016739001
OG0008656	ATR0618G067.1	GSVIVT01009690001
OG0008657	ATR0693G405.1	GSVIVT01029989001
OG0008658	ATR0807G057.1	GSVIVT01013389001
OG0008659	ATR0559G090.1	GSVIVT01024951001
OG0008660	ATR0605G196.1	GSVIVT01025302001
OG0008661	ATR0618G236.1	GSVIVT01000446001
OG0008662	ATR0099G058.1	GSVIVT01016672001
OG0008663	ATR0605G163.1	GSVIVT01033369001
OG0008664	ATR0073G021.1	GSVIVT01004352001
OG0008665	ATR1156G037.1	GSVIVT01015504001
OG0008666	ATR0705G070.1	GSVIVT01015311001
OG0008667	ATR0752G077.1	GSVIVT01033095001
OG0008668	ATR0559G120.1	GSVIVT01034127001
OG0008669	ATR0712G149.1	GSVIVT01025854001
OG0008670	ATR0315G147.1	GSVIVT01017066001
OG0008671	ATR0606G001.1	GSVIVT01003138001
OG0008672	ATR0706G032.1	GSVIVT01031113001
OG0008673	ATR0057G019.1	GSVIVT01005821001
OG0008674	ATR1088G035.1	GSVIVT01006396001
OG0008675	ATR0561G191.1	GSVIVT01010487001
OG0008676	ATR0582G145.1	GSVIVT01000906001
OG0008677	ATR0776G025.1	GSVIVT01033833001
OG0008678	ATR0320G043.1	GSVIVT01027084001
OG0008679	ATR0736G052.1	GSVIVT01027850001
OG0008680	ATR0598G129.1	GSVIVT01033465001
OG0008681	ATR0751G112.1	GSVIVT01014777001
OG0008682	ATR0582G346.1	GSVIVT01033049001
OG0008683	ATR0598G099.1	GSVIVT01000383001
OG0008684	ATR0686G130.1	GSVIVT01030886001
OG0008685	ATR0048G007.1	GSVIVT01016267001
OG0008686	ATR0564G211.1	GSVIVT01007971001
OG0008687	ATR0681G361.1	GSVIVT01003938001
OG0008688	ATR0767G152.1	GSVIVT01012869001
OG0008689	ATR1134G116.1	GSVIVT01017355001
OG0008690	ATR0568G222.1	GSVIVT01018925001
OG0008691	ATR0739G201.1	GSVIVT01009337001
OG0008692	ATR0580G075.1	GSVIVT01015983001
OG0008693	ATR0124G026.1	GSVIVT01024240001
OG0008694	ATR0665G409.1	GSVIVT01018014001
OG0008695	ATR0787G145.1	GSVIVT01029062001
OG0008696	ATR0706G044.1	GSVIVT01031116001
